ダム番号,ダム名,水系名,河川名,都道府県コード,都道府県名
3408,大平沼ダム,阿賀野川,濁川,7,福島県
3679,藤沼ダム（再）,阿武隈川,簀ノ子川,7,福島県
3684,藤沼副ダム（再）,阿武隈川,簀ノ子川,7,福島県
3696,半田沼ダム,阿武隈川,普蔵川,7,福島県
3697,山田溜池,日下石川,町場川,7,福島県
542,三野輪池,那珂川,涸沼前川,8,茨城県
543,水沼ダム,大北川,花園川,8,茨城県
544,花貫ダム,花貫川,花貫川,8,茨城県
545,藤井川ダム（元）,那珂川,藤井川,8,茨城県
546,不動谷津池,那珂川,涸沼前川,8,茨城県
547,竜神ダム,久慈川,竜神川,8,茨城県
548,霞ヶ浦開発,利根川,霞ヶ浦,8,茨城県
549,十王ダム,十王川,十王川,8,茨城県
550,小山ダム,大北川,大北川,8,茨城県
551,飯田ダム,那珂川,飯田川,8,茨城県
552,利根川河口堰,利根川,利根川,8,茨城県
553,楮川ダム,那珂川,楮川,8,茨城県
2999,南椎尾調整池,利根川,霞ヶ浦,8,茨城県
3154,御前山ダム,那珂川,相川,8,茨城県
3162,藤井川ダム（再）,那珂川,藤井川,8,茨城県
555,逆川ダム,利根川,逆川,9,栃木県
556,黒部ダム,利根川,鬼怒川,9,栃木県
557,中岩ダム,利根川,鬼怒川,9,栃木県
558,土呂部ダム,利根川,土呂部川,9,栃木県
559,五十里ダム,利根川,男鹿川,9,栃木県
560,小網ダム,利根川,鬼怒川,9,栃木県
561,中禅寺ダム（元）,利根川,大谷川,9,栃木県
562,西古屋ダム,利根川,白石川,9,栃木県
563,川俣ダム,利根川,鬼怒川,9,栃木県
564,西荒川ダム,那珂川,西荒川,9,栃木県
565,赤川ダム,利根川,赤川,9,栃木県
566,千振ダム,那珂川,黒川支流,9,栃木県
567,沼原ダム,那珂川,那珂川,9,栃木県
568,深山ダム,那珂川,那珂川,9,栃木県
569,板室ダム,那珂川,那珂川,9,栃木県
570,塩原ダム,那珂川,箒川,9,栃木県
571,川治ダム,利根川,鬼怒川,9,栃木県
572,大郷戸ダム,利根川,松本川,9,栃木県
573,塩田ダム,那珂川,簗目川,9,栃木県
574,寺山ダム,那珂川,宮川,9,栃木県
575,矢の目ダム,那珂川,板敷川,9,栃木県
576,南摩ダム,利根川,南摩川,9,栃木県
577,東荒川ダム,那珂川,荒川,9,栃木県
578,栗山ダム,利根川,ネベ沢川,9,栃木県
579,今市ダム,利根川,砥川,9,栃木県
580,渡良瀬遊水地ダム（一期）,利根川,渡良瀬川,9,栃木県
581,松田川ダム,利根川,松田川,9,栃木県
582,八汐ダム,那珂川,鍋有沢川,9,栃木県
583,蛇尾川ダム,那珂川,小蛇尾川,9,栃木県
584,湯西川ダム,利根川,湯西川,9,栃木県
585,庚申ダム,利根川,庚申川,9,栃木県
588,三河沢ダム,利根川,三河沢川,9,栃木県
3111,中禅寺ダム（再）,利根川,大谷川,9,栃木県
3153,塩田調整池,那珂川,荒川,9,栃木県
3276,鬼怒川上流ダム群連携,利根川,鬼怒川・男鹿川,9,栃木県
3279,菅又調整池,那珂川,荒川,9,栃木県
3674,栗谷沢ダム,利根川,栗谷沢,9,栃木県
590,鹿沢ダム,利根川,吾妻川,10,群馬県
591,真壁ダム,利根川,利根川,10,群馬県
592,鍛冶屋沢ダム,利根川,鍛冶屋沢川,10,群馬県
593,大津ダム,利根川,吾妻川,10,群馬県
594,三名川ダム,利根川,三名川,10,群馬県
595,丸沼ダム,利根川,片品川,10,群馬県
596,白砂ダム,利根川,白砂川,10,群馬県
597,早川ダム,利根川,早川,10,群馬県
598,小森ダム,利根川,利根川,10,群馬県
599,鳴沢ダム,利根川,榛名白川導水群用補給,10,群馬県
600,寺沢ダム,利根川,寺沢川,10,群馬県
601,丹生ダム,利根川,丹生川,10,群馬県
602,須田貝ダム,利根川,利根川,10,群馬県
603,野反ダム,信濃川,中津川,10,群馬県
604,牛秣ダム,利根川,鮎川,10,群馬県
605,藤原ダム,利根川,利根川,10,群馬県
606,相俣ダム,利根川,赤谷川,10,群馬県
607,中之条ダム,利根川,四万川,10,群馬県
608,平出ダム,利根川,片品川,10,群馬県
609,薗原ダム,利根川,片品川,10,群馬県
610,品木ダム,利根川,湯川,10,群馬県
611,竹沼ダム,利根川,南牧川,10,群馬県
612,矢木沢ダム,利根川,利根川,10,群馬県
613,大塩ダム,利根川,南牧川,10,群馬県
614,神水ダム,利根川,神流川,10,群馬県
615,下久保ダム,利根川,神流川,10,群馬県
616,高津戸ダム,利根川,渡良瀬川,10,群馬県
617,中木ダム,利根川,中木川,10,群馬県
618,霧積ダム,利根川,霧積川,10,群馬県
619,草木ダム,利根川,渡良瀬川,10,群馬県
620,茂沢ダム,利根川,茂沢川,10,群馬県
621,桐生川ダム,利根川,桐生川,10,群馬県
622,玉原ダム,利根川,発知川,10,群馬県
623,奈良俣ダム,利根川,楢俣川,10,群馬県
624,八ッ場ダム,利根川,吾妻川,10,群馬県
625,道平川ダム,利根川,道平川,10,群馬県
626,四万川ダム,利根川,四万川,10,群馬県
627,黒坂石ダム,利根川,黒坂石川,10,群馬県
630,塩沢ダム,利根川,塩沢川,10,群馬県
3073,大仁田ダム,利根川,大仁田川,10,群馬県
3074,坂本ダム（再）,利根川,碓氷川,10,群馬県
3221,市野萱川取水ダム,利根川,市野萱川,10,群馬県
3222,相沢川取水ダム,利根川,相沢川,10,群馬県
3223,屋敷川取水ダム,利根川,屋敷川,10,群馬県
3281,上野ダム,利根川,神流川,10,群馬県
3594,赤三調整池,利根川,赤谷川,10,群馬県
631,山口ダム（元）,多摩川,多摩川,11,埼玉県
632,鎌北湖,荒川,大谷木川,11,埼玉県
633,間瀬ダム,利根川,間瀬川,11,埼玉県
634,宮沢溜池,荒川,小畔川,11,埼玉県
635,円良田湖,荒川,逆川,11,埼玉県
636,大洞ダム,荒川,大洞川,11,埼玉県
637,二瀬ダム,荒川,荒川,11,埼玉県
638,玉淀ダム,荒川,荒川,11,埼玉県
639,権現堂調節池,利根川,中川,11,埼玉県
640,有間ダム,荒川,有間川,11,埼玉県
641,合角ダム,荒川,吉田川,11,埼玉県
642,浦山ダム,荒川,浦山川,11,埼玉県
643,滝沢ダム,荒川,中津川,11,埼玉県
644,荒川調節池,荒川,荒川,11,埼玉県
3320,山口ダム（再）,多摩川,多摩川,11,埼玉県
646,山田溜池,温石川,温石川,12,千葉県
648,広田堰,平久里川,海老敷川,12,千葉県
651,軍荼利ダム,一宮川,北川尻川,12,千葉県
652,仲尾沢堰,岡本川,福沢川,12,千葉県
653,八丁堰,加茂川,板屋川,12,千葉県
654,丹生堰,岡本川,丹生川,12,千葉県
656,小中池,南白亀川,小中川,12,千葉県
657,雨竜湖,一宮川,南川尻川,12,千葉県
658,一の沢堰,温石川,一の沢,12,千葉県
660,白石ダム,利根川,高田川,12,千葉県
661,金山ダム,加茂川,金山川,12,千葉県
662,三島ダム,小糸川,小糸川,12,千葉県
663,山倉ダム,養老川,山倉川,12,千葉県
664,豊英ダム,小糸川,小糸川,12,千葉県
665,増間ダム,平久里川,増間川,12,千葉県
666,郡ダム,小糸川,郡川,12,千葉県
667,安房中央ダム,丸山川,丸山川,12,千葉県
668,勝浦ダム,夷隅川,古新田川,12,千葉県
669,戸面原ダム,湊川,湊川,12,千葉県
670,小向ダム,三原川,三原川,12,千葉県
671,荒木根ダム,夷隅川,大野川,12,千葉県
672,東ダム,夷隅川,上山田川,12,千葉県
673,名熊ダム,夷隅川,名熊川,12,千葉県
674,作名ダム,汐入川,作名川,12,千葉県
675,御宿ダム,夷隅川,上落合川,12,千葉県
676,亀山ダム,小櫃川,小櫃川,12,千葉県
677,小久保ダム,染川,染川,12,千葉県
678,東金ダム,利根川,十文字川,12,千葉県
679,長柄ダム,村田川,村田川,12,千葉県
680,佐久間ダム,佐久間川,大崩川,12,千葉県
681,高滝ダム,養老川,養老川,12,千葉県
682,片倉ダム,小櫃川,笹川,12,千葉県
685,東第２ダム,夷隅川,奥山田川,12,千葉県
686,鋸山ダム,元名川,元名川,12,千葉県
687,元名ダム,小磯川,小磯川,12,千葉県
688,保台ダム,待崎川,待崎川,12,千葉県
2976,平沢ダム,夷隅川,平沢川,12,千葉県
2990,松部ダム,夷隅川,夷隅川,12,千葉県
2991,第２袋倉ダム,二タ間川,袋倉川,12,千葉県
2992,大谷川ダム,平久里川,大谷川,12,千葉県
2993,白浜ダム,長尾川,馬喰川,12,千葉県
3035,矢那川ダム,矢那川,田高川,12,千葉県
3293,山内ダム,一宮川,埴生川,12,千葉県
3345,第二奥谷ダム,大風沢川,横手川,12,千葉県
3410,蔵持ダム,一宮川,三途川,12,千葉県
3411,滝の堰,加茂川,山王沢川,12,千葉県
3606,小沢ダム,一宮川,埴生川,12,千葉県
3607,山居堰,房川,房川,12,千葉県
3608,第１袋倉ダム,二タ間川,袋倉川,12,千葉県
3609,岬ダム,夷隅川,海老川,12,千葉県
690,村山上ダム,多摩川,多摩川,13,東京都
691,村山下ダム（元）,多摩川,多摩川,13,東京都
692,小河内ダム,多摩川,多摩川,13,東京都
693,白丸調整池,多摩川,多摩川,13,東京都
694,時雨ダム,八ツ瀬川,八ツ瀬川,13,東京都
3323,村山下ダム（再）,多摩川,多摩川,13,東京都
3592,乳房ダム,大谷川,大谷川,13,東京都
3599,新堤,安川,安川,13,東京都
695,大又沢ダム,酒匂川,大又沢川,14,神奈川県
696,沼本ダム,相模川,相模川,14,神奈川県
697,相模ダム,相模川,相模川,14,神奈川県
698,相模原沈でん池,相模川,横浜市水道,14,神奈川県
699,道志ダム,相模川,道志川,14,神奈川県
700,城山ダム,相模川,相模川,14,神奈川県
701,本沢ダム,境川,境川,14,神奈川県
702,三保ダム,酒匂川,河内川,14,神奈川県
703,宮ヶ瀬ダム,相模川,中津川,14,神奈川県
3077,寒川取水堰,相模川,相模川,14,神奈川県
3078,飯泉取水堰,酒匂川,酒匂川,14,神奈川県
3243,宮ヶ瀬副ダム,相模川,中津川,14,神奈川県
3252,相模大堰,相模川,相模川,14,神奈川県
500,奥只見ダム,阿賀野川,只見川,15,新潟県
713,小坂堤,信濃川,小坂川,15,新潟県
715,忍沢池,関川,飯田川,15,新潟県
716,門前溜池,信濃川,能代川,15,新潟県
717,飯豊川第１ダム（元）,加治川,加治川,15,新潟県
718,頭無堤,信濃川,頭無沢川,15,新潟県
720,小荒ダム（元）,阿賀野川,実川,15,新潟県
721,北の沢溜池,信濃川,栗山川,15,新潟県
722,黒又ダム,信濃川,黒又川,15,新潟県
723,尾嵩河内溜池,国府川,江尻川,15,新潟県
724,鹿瀬ダム,阿賀野川,阿賀野川,15,新潟県
725,豊実ダム,阿賀野川,阿賀野川,15,新潟県
726,吉井開田溜池,国府川,地持院川,15,新潟県
727,小田１号池,小田川,小田川,15,新潟県
729,坪山ダム,国府川,筍根川,15,新潟県
730,小立溜池,大小川,大小川,15,新潟県
731,小布勢溜池,西三川川,西三川川,15,新潟県
733,大芳賀ダム,信濃川,穴沢川,15,新潟県
734,川内ダム（元）,前川,前川,15,新潟県
735,宮中取水ダム,信濃川,信濃川,15,新潟県
737,薮神ダム,信濃川,破間川,15,新潟県
738,浅河原調整池,信濃川,信濃川,15,新潟県
739,貝の沢池,信濃川,魚野川,15,新潟県
740,裏山池,関川,平丸川,15,新潟県
741,三面ダム,三面川,三面川,15,新潟県
742,猿田ダム,三面川,猿田川,15,新潟県
744,カッサ川ダム,信濃川,カッサ川,15,新潟県
745,黒又川第一ダム,信濃川,黒又川,15,新潟県
746,新穂ダム,国府川,国府川,15,新潟県
747,胎内第２ダム,胎内川,胎内川,15,新潟県
748,岩船ダム,荒川,荒川,15,新潟県
749,胎内第１ダム,胎内川,胎内川,15,新潟県
750,加治川ダム,加治川,加治川,15,新潟県
751,揚川ダム,阿賀野川,阿賀野川,15,新潟県
752,黒又川第二ダム,信濃川,黒又川,15,新潟県
753,笠堀ダム（元）,信濃川,笠堀川,15,新潟県
754,小倉川ダム,国府川,小倉川,15,新潟県
755,竹田川ダム,国府川,竹田川,15,新潟県
756,羽茂ダム,羽茂川,逆川,15,新潟県
757,後谷ダム,桑取川,綱子川,15,新潟県
758,飛山ダム,能生川,能生川,15,新潟県
759,高野山ダム,信濃川,中津川,15,新潟県
760,穴藤ダム,信濃川,中津川,15,新潟県
761,新保川ダム（元）,国府川,新保川,15,新潟県
762,内の倉ダム,加治川,内の倉川,15,新潟県
763,下条川ダム,信濃川,下条川,15,新潟県
764,鯖石川ダム,鯖石川,鯖石川,15,新潟県
765,谷根ダム,谷根川,谷根川,15,新潟県
766,加治川治水ダム,加治川,加治川,15,新潟県
767,道遊ダム,濁川,右沢川,15,新潟県
768,胎内川ダム,胎内川,胎内川,15,新潟県
769,カッサダム,信濃川,カッサ川,15,新潟県
770,笹ヶ峰ダム,関川,関川,15,新潟県
771,刈谷田川ダム,信濃川,刈谷田川,15,新潟県
772,川西ダム,信濃川,南沢川,15,新潟県
773,二居ダム,信濃川,清津川,15,新潟県
774,大野川ダム,国府川,大野川,15,新潟県
775,大石ダム,荒川,大石川,15,新潟県
776,早出川ダム,阿賀野川,早出川,15,新潟県
777,藤津川ダム,国府川,藤津川,15,新潟県
778,正善寺ダム,関川,正善寺川,15,新潟県
779,城原ダム,信濃川,横平川,15,新潟県
781,大谷ダム,信濃川,五十嵐川,15,新潟県
782,破間川ダム,信濃川,破間川,15,新潟県
783,久知川ダム,久知川,久知川,15,新潟県
784,柿崎川ダム,柿崎川,柿崎川,15,新潟県
785,佐和田ダム,石田川,片貝川,15,新潟県
786,留山ダム,信濃川,留山川,15,新潟県
787,三国川ダム,信濃川,三国川,15,新潟県
790,鵜川ダム,鵜川,鵜川,15,新潟県
791,奥三面ダム,三面川,三面川,15,新潟県
793,広神ダム,信濃川,和田川,15,新潟県
794,赤岩ダム,谷根川,谷根川,15,新潟県
795,大谷内ダム,信濃川,釜川,15,新潟県
797,儀明川ダム,関川,儀明川,15,新潟県
798,新穂第２ダム,国府川,天神股川,15,新潟県
2918,奥胎内ダム,胎内川,胎内川,15,新潟県
2940,外山ダム,羽茂川,羽茂川,15,新潟県
2941,小倉ダム,国府川,小倉川,15,新潟県
3009,城川ダム,信濃川,城川,15,新潟県
3032,山本第二調整池,信濃川,信濃川,15,新潟県
3115,新保川ダム（再）,国府川,新保川,15,新潟県
3116,太田ダム,信濃川,太田川,15,新潟県
3117,坪山ダム,信濃川,曽根川,15,新潟県
3118,長福寺ダム,信濃川,木島川,15,新潟県
3246,栃ヶ原ダム,鯖石川,境川,15,新潟県
3247,後谷ダム,鯖石川,後谷川,15,新潟県
3248,市野新田ダム,鵜川,石橋川,15,新潟県
3249,鷹の巣ダム,荒川,荒川,15,新潟県
3286,松葉沢ダム,信濃川,小海川,15,新潟県
3378,新小荒ダム（再）,阿賀野川,実川,15,新潟県
3417,水頭ダム,前川,前川,15,新潟県
3422,金山溜池,西三川川,十五番川,15,新潟県
3624,川内ダム（再）,前川,前川,15,新潟県
3632,山本調整池,信濃川,信濃川,15,新潟県
3675,飯豊川第１ダム（再）,加治川,加治川,15,新潟県
3676,笠堀ダム（再）,信濃川,笠堀川,15,新潟県
3680,加茂市水道貯水池1号,信濃川,加茂川,15,新潟県
3681,加茂市水道貯水池2号,信濃川,加茂川,15,新潟県
812,野地溜池,小矢部川,小矢部川,16,富山県
815,真立ダム,常願寺川,マッタテ川,16,富山県
816,小牧ダム,庄川,庄川,16,富山県
817,真川調整池,常願寺川,牛首谷川,16,富山県
818,祖山ダム,庄川,庄川,16,富山県
819,祐延ダム,常願寺川,小口川,16,富山県
820,小屋平ダム,黒部川,黒部川,16,富山県
821,庄川合口ダム,庄川,庄川,16,富山県
822,仙人谷ダム,黒部川,黒部川,16,富山県
823,久婦須第二ダム,神通川,久婦須川,16,富山県
824,小原ダム,庄川,庄川,16,富山県
825,利賀ダム,庄川,利賀川,16,富山県
826,大鋸屋林道溜池,小矢部川,打尾川,16,富山県
828,赤祖父溜池,小矢部川,赤祖父川,16,富山県
830,埴生大池,小矢部川,渋江川,16,富山県
831,蛇谷池,小矢部川,蛇谷川,16,富山県
832,藤ヶ池,神通川,辺呂川,16,富山県
834,桑ノ院池,上庄川,桑ノ院川,16,富山県
836,神一ダム,神通川,神通川,16,富山県
837,神二ダム,神通川,神通川,16,富山県
838,神三ダム,神通川,神通川,16,富山県
839,桜ヶ池,小矢部川,大井川,16,富山県
840,菅沼ダム,神通川,山田川,16,富山県
841,有峰ダム,常願寺川,和田川,16,富山県
842,新中地山ダム,常願寺川,和田川,16,富山県
843,若土ダム,神通川,山田川,16,富山県
844,小俣ダム,常願寺川,小口川,16,富山県
846,室牧ダム,神通川,井田川,16,富山県
847,中山ダム,神通川,井田川,16,富山県
848,黒部ダム,黒部川,黒部川,16,富山県
849,八尾ダム,神通川,井田川,16,富山県
850,上市川ダム,上市川,上市川,16,富山県
851,太美ダム,小矢部川,小矢部川,16,富山県
852,千石池,下田川,大谷川,16,富山県
853,刀利ダム,小矢部川,小矢部川,16,富山県
854,和田川ダム,庄川,和田川,16,富山県
855,是ヶ谷ダム,小矢部川,大井川,16,富山県
856,寺尾ダム,余川川,余川川,16,富山県
857,高戸ダム,余川川,余川川,16,富山県
858,利賀川ダム,庄川,利賀川,16,富山県
859,白岩川ダム,白岩川,白岩川,16,富山県
860,千束ダム,庄川,利賀川,16,富山県
861,赤尾ダム,庄川,庄川,16,富山県
862,角川ダム,角川,角川,16,富山県
863,子撫川ダム,小矢部川,子撫川,16,富山県
864,小口川ダム,常願寺川,小口川,16,富山県
865,熊野川ダム（元）,神通川,熊野川,16,富山県
866,古洞ダム,鍜治川,鍜治川,16,富山県
867,上市川第２ダム,上市川,上市川,16,富山県
868,湯谷川ダム,神通川,湯谷川,16,富山県
869,臼中ダム,小矢部川,打尾川,16,富山県
870,境川ダム,庄川,境川,16,富山県
872,五位ダム,小矢部川,子撫川,16,富山県
873,宇奈月ダム,黒部川,黒部川,16,富山県
876,布施川ダム,片貝川,布施川,16,富山県
877,城端ダム,小矢部川,山田川,16,富山県
878,朝日小川ダム,小川,小川,16,富山県
879,久婦須川ダム,神通川,久婦須川,16,富山県
881,出し平ダム,黒部川,黒部川,16,富山県
882,北又ダム,黒部川,黒薙川,16,富山県
2987,岩井谷ダム,常願寺川,常願寺川,16,富山県
3010,大谷ダム,黒瀬川,大谷川,16,富山県
3024,利賀ダム,庄川,利賀川,16,富山県
3204,舟川ダム,小川,舟川,16,富山県
3423,原山ダム,神通川,野積川,16,富山県
3427,法林寺ダム,小矢部川,明神川,16,富山県
3590,猿越ダム,神通川,井田川,16,富山県
3591,仁歩水槽ダム,神通川,大足谷川,16,富山県
3630,与茂九郎１号池,河道外,,16,富山県
3699,熊野川ダム（再）,神通川,熊野川,16,富山県
902,新堤,菱根川,菱根川,17,石川県
903,籾川谷池,大坪川,大坪川,17,石川県
904,吉野谷ダム,手取川,尾添川,17,石川県
905,尾口第１ダム（元）,手取川,尾添川,17,石川県
906,神子原ダム,羽咋川,飯山川,17,石川県
907,新宮ダム,羽咋川,新宮川,17,石川県
908,子浦川防災ダム,羽咋川,子浦川,17,石川県
909,若山ダム,若山川,若山川,17,石川県
910,犀川ダム,犀川,犀川,17,石川県
911,上寺津ダム,犀川,犀川,17,石川県
912,我谷ダム,大聖寺川,大聖寺川,17,石川県
913,大日川ダム,手取川,大日川,17,石川県
914,山口防災ダム,九里川尻川,九里川尻川,17,石川県
915,内川ダム,犀川,内川,17,石川県
916,多根ダム,熊渕川,熊渕川,17,石川県
917,赤瀬ダム,梯川,梯川,17,石川県
918,手取川第３ダム,手取川,直海谷川,17,石川県
919,手取川第２ダム,手取川,手取川,17,石川県
920,手取川ダム,手取川,手取川,17,石川県
921,宮田防災ダム,諸橋川,宮田川,17,石川県
922,岩坂ダム,金川,岩坂川,17,石川県
923,医王ダム,大野川,森下川,17,石川県
924,寺家ダム,清治川,清治川,17,石川県
925,諸橋ダム,諸橋川,諸橋川,17,石川県
926,小屋ダム,鵜飼川,鵜飼川,17,石川県
927,九谷ダム,大聖寺川,大聖寺川,17,石川県
928,辰巳ダム,犀川,犀川,17,石川県
933,福光ダム,松波川,松波川,17,石川県
934,八ヶ川ダム,八ヶ川,八ヶ川,17,石川県
935,新内川ダム,犀川,内川,17,石川県
2988,中宮ダム,手取川,雄谷川,17,石川県
3068,大坪川ダム,松戸川,大坪川,17,石川県
3121,北河内ダム,町野川,河内川,17,石川県
3268,寺田川ダム,寺田川,寺田川,17,石川県
3349,大世町ダム,米町川,土屋川,17,石川県
3604,尾口第１ダム（再）,手取川,尾添川,17,石川県
936,武周湖,大味川,大味川,18,福井県
937,小原ダム（元）,九頭竜川,滝波川,18,福井県
938,雲川ダム,九頭竜川,雲川,18,福井県
939,笹生川ダム,九頭竜川,真名川,18,福井県
940,石徹白ダム,九頭竜川,石徹白川,18,福井県
941,仏原ダム,九頭竜川,九頭竜川,18,福井県
942,九頭竜ダム,九頭竜川,九頭竜川,18,福井県
943,山原ダム,九頭竜川,石徹白川,18,福井県
944,鷲ダム,九頭竜川,九頭竜川,18,福井県
945,広野ダム,九頭竜川,日野川,18,福井県
946,開谷ダム,九頭竜川,開谷川,18,福井県
947,真名川ダム,九頭竜川,真名川,18,福井県
948,総ヶ谷ダム,九頭竜川,馬戸谷川,18,福井県
949,滝波ダム,九頭竜川,滝波川,18,福井県
950,龍ヶ鼻ダム,九頭竜川,竹田川,18,福井県
951,桝谷ダム,九頭竜川,桝谷川,18,福井県
952,足羽川ダム,九頭竜川,部子川,18,福井県
954,河内川ダム,北川,河内川,18,福井県
2951,吉野瀬川ダム,九頭竜川,吉野瀬川,18,福井県
3026,九頭竜川鳴鹿大堰,九頭竜川,九頭竜川,18,福井県
3038,浄土寺川ダム,九頭竜川,浄土寺川,18,福井県
3039,大津呂ダム,佐分利川,大津呂川,18,福井県
3122,永平寺ダム,九頭竜川,永平寺川,18,福井県
3328,二ツ屋分水堰,九頭竜川,日野川,18,福井県
3430,小倉見ダム,九頭竜川,和田川,18,福井県
3633,小原ダム（再）,九頭竜川,滝波川,18,福井県
955,大野ダム,相模川,谷田川,19,山梨県
956,竜ヶ池,富士川,相川,19,山梨県
959,頭佐沢ダム,富士川,頭佐沢川,19,山梨県
960,上来沢川ダム,富士川,小武川,19,山梨県
961,保利沢川ダム,富士川,保利沢川,19,山梨県
963,丸山溜池,富士川,帯那川,19,山梨県
964,後沢溜池,富士川,亀沢川,19,山梨県
965,柿元ダム,富士川,佐野川,19,山梨県
966,西山ダム,富士川,早川,19,山梨県
968,小樺ダム,富士川,早川,19,山梨県
969,雨畑ダム,富士川,雨畑川,19,山梨県
971,広瀬ダム,富士川,笛吹川,19,山梨県
972,大門ダム,富士川,大門川,19,山梨県
973,荒川ダム,富士川,荒川,19,山梨県
974,塩川ダム,富士川,塩川,19,山梨県
975,深城ダム,相模川,葛野川,19,山梨県
2914,琴川ダム,富士川,琴川,19,山梨県
3106,上日川ダム,富士川,日川,19,山梨県
3107,葛野川ダム,相模川,土室川,19,山梨県
3431,小篠溜池,相模川,小篠川,19,山梨県
980,上組溜池,信濃川,皿川,20,長野県
981,大沢池,信濃川,室賀川,20,長野県
982,セバ谷ダム,信濃川,セバ川,20,長野県
987,沢山池,信濃川,産川,20,長野県
989,泰阜ダム,天竜川,天竜川,20,長野県
990,岩倉ダム,天竜川,岩倉川,20,長野県
991,塩之入池,信濃川,阿鳥川,20,長野県
992,常盤ダム,木曾川,王滝川,20,長野県
993,水内ダム,信濃川,犀川,20,長野県
994,三浦ダム,木曾川,王滝川,20,長野県
996,王滝川ダム,木曾川,王滝川,20,長野県
998,みどり湖,信濃川,田川,20,長野県
999,美鈴湖,信濃川,女鳥羽川,20,長野県
1001,平岡ダム,天竜川,天竜川,20,長野県
1002,沓沢池,信濃川,小曾部川,20,長野県
1003,小田切ダム,信濃川,犀川,20,長野県
1004,笹平ダム,信濃川,犀川,20,長野県
1005,弁天池,信濃川,所沢川,20,長野県
1006,和池,信濃川,成沢川,20,長野県
1007,渋沢ダム,信濃川,中津川,20,長野県
1008,平ダム,信濃川,犀川,20,長野県
1009,山口ダム,木曾川,木曾川,20,長野県
1010,美和ダム（元）,天竜川,三峰川,20,長野県
1011,高遠ダム,天竜川,三峰川,20,長野県
1012,読書ダム,木曾川,木曾川,20,長野県
1013,牧尾ダム（元）,木曾川,王滝川,20,長野県
1014,生坂ダム,信濃川,犀川,20,長野県
1015,木曾ダム,木曾川,王滝川,20,長野県
1016,湯の瀬ダム,信濃川,裾花川,20,長野県
1017,裾花ダム,信濃川,裾花川,20,長野県
1018,奈川渡ダム,信濃川,梓川,20,長野県
1019,稲核ダム,信濃川,梓川,20,長野県
1020,菅平ダム,信濃川,神川,20,長野県
1021,小渋ダム,天竜川,小渋川,20,長野県
1022,水殿ダム,信濃川,梓川,20,長野県
1023,香坂ダム,信濃川,香坂川,20,長野県
1024,松川ダム（元）,天竜川,松川,20,長野県
1025,湯川ダム,信濃川,湯川,20,長野県
1026,七倉ダム,信濃川,高瀬川,20,長野県
1027,高瀬ダム,信濃川,高瀬川,20,長野県
1028,奥裾花ダム,信濃川,裾花川,20,長野県
1029,古谷ダム,信濃川,抜井川,20,長野県
1030,奈良井ダム,信濃川,奈良井川,20,長野県
1031,内村ダム,信濃川,内村川,20,長野県
1032,大町ダム（元）,信濃川,高瀬川,20,長野県
1033,横川ダム,天竜川,横川川,20,長野県
1034,箕輪ダム,天竜川,沢川,20,長野県
1035,味噌川ダム,木曾川,木曾川,20,長野県
1036,浅川ダム,信濃川,浅川,20,長野県
1038,片桐ダム,天竜川,松川,20,長野県
1039,豊丘ダム,信濃川,灰野川,20,長野県
1040,伊奈川ダム,木曾川,伊那川,20,長野県
1041,小仁熊ダム,信濃川,東条川,20,長野県
2915,角間ダム,信濃川,角間川,20,長野県
2963,美和ダム（再）,天竜川,三峰川,20,長野県
3011,金原ダム,信濃川,金原川,20,長野県
3012,水上ダム,信濃川,水上沢川,20,長野県
3040,北山ダム,信濃川,宮川,20,長野県
3081,余地ダム,信濃川,余地川,20,長野県
3082,松川ダム（再）,天竜川,松川,20,長野県
3280,南相木ダム,信濃川,南相木川,20,長野県
3321,牧尾ダム（再）,木曾川,王滝川,20,長野県
3432,印内耕地整理池,信濃川,大門川,20,長野県
3433,大沼池,信濃川,宮川,20,長野県
3434,大池,信濃川,斑川,20,長野県
3686,大町ダム（再）,信濃川,高瀬川,20,長野県
833,成出ダム,庄川,庄川,21,岐阜県
1048,大谷池,木曾川,相川,21,岐阜県
1050,御大典池,庄内川,小泉川,21,岐阜県
1051,平尾２号溜池,木曾川,杭瀬川,21,岐阜県
1052,平尾１号溜池,木曾川,杭瀬川,21,岐阜県
1053,新溜池,木曾川,千旦林川,21,岐阜県
1056,高橋谷ダム,木曾川,高橋谷川,21,岐阜県
1057,大井ダム,木曾川,木曾川,21,岐阜県
1058,上平第一溜池,庄内川,土岐川,21,岐阜県
1059,落合ダム,木曾川,木曾川,21,岐阜県
1060,細尾谷ダム,木曾川,細尾谷,21,岐阜県
1062,神岳ダム,木曾川,坂内川,21,岐阜県
1063,笠置ダム,木曾川,木曾川,21,岐阜県
1064,川辺ダム,木曾川,飛騨川,21,岐阜県
1065,西村ダム,木曾川,馬瀬川,21,岐阜県
1066,下原ダム,木曾川,飛騨川,21,岐阜県
1067,今渡ダム,木曾川,木曾・飛騨川,21,岐阜県
1068,西平ダム,木曾川,揖斐川,21,岐阜県
1069,浅井田ダム,神通川,高原川,21,岐阜県
1070,兼山ダム,木曾川,木曾川,21,岐阜県
1071,蛇抜溜池,庄内川,桜堂川,21,岐阜県
1072,後山溜池,木曾川,苗木川,21,岐阜県
1073,洗井沢溜池,木曾川,千旦林川,21,岐阜県
